prev,curr,type,n
other-search,Paul_Raphael_Montford,external,32
other-search,Raphael_Haftka,external,32
other-search,"Saint_Jerome_in_Penitence_(Titian,_1552)",external,32
1755_Lisbon_earthquake,Titian,link,31
Academy_Award_for_Best_Original_Song,Raphael_Saadiq,link,31
Andrea_del_Sarto_(poem),Andrea_del_Sarto,link,31
Bab_Tuma,Raphael_of_Brooklyn,link,31
Bargello,Bacchus_(Michelangelo),link,31
Battle_of_Gettysburg_order_of_battle:_Confederate,Raphael_J._Moses,link,31
Camael,Raphael_(archangel),link,31
Cobh_Ramblers_F.C.,Raphael-Pijus_Otegbayo,link,31
Czartoryski_Museum,Portrait_of_a_Young_Man_(Raphael),link,31
David_(Michelangelo),Agostino_di_Duccio,link,31
David_di_Donatello_for_Best_Actress,Monica_Vitti,link,31
Dome_of_the_Rock,The_Marriage_of_the_Virgin_(Raphael),link,31
Donatello,Stucco,link,31
Donatello_(Teenage_Mutant_Ninja_Turtles),Okinawan_kobudō,link,31
Encomienda,Raphael_Lemkin,link,31
General_Government,Portrait_of_a_Young_Man_(Raphael),link,31
Genocide_definitions,Raphael_Lemkin,link,31
History_of_Christianity,Leonardo_da_Vinci,link,31
House_of_Music,Raphael_Saadiq,link,31
Jack_White,Michelangelo,link,31
Johannes_Vermeer,Leonardo_da_Vinci,link,31
June_Diane_Raphael,Ed_(TV_series),link,31
Killer_Mike,Raphael_Warnock,link,31
Leonardo_da_Vinci,Sfumato,link,31
Leonardo_da_Vinci,Silverpoint,link,31
List_of_Pre-Raphaelite_paintings,Cymon_and_Iphigenia_(Millais),link,31
List_of_Pre-Raphaelite_paintings,James_Collinson,link,31
List_of_Pre-Raphaelite_paintings,John_Collier_(painter),link,31
List_of_Pre-Raphaelite_paintings,L'Enfant_du_Régiment,link,31
List_of_Pre-Raphaelite_paintings,List_of_paintings_by_Edward_Burne-Jones,link,31
List_of_Pre-Raphaelite_paintings,London_Bridge_on_the_Night_of_the_Marriage_of_the_Prince_and_Princess_of_Wales,link,31
List_of_Pre-Raphaelite_paintings,The_Hireling_Shepherd,link,31
List_of_ocean_liners,SS_Leonardo_da_Vinci_(1958),link,31
List_of_works_by_Leonardo_da_Vinci,Ornithopter,link,31
List_of_works_by_Michelangelo,Siena_Cathedral,link,31
List_of_works_by_Titian,Venus_and_Musician,link,31
Madonna_della_Seggiola,Raphael,link,31
Madonna_of_the_Carnation,List_of_works_by_Leonardo_da_Vinci,link,31
Margarita_Luti,Raphael_and_La_Fornarina,link,31
Michelangelo,Chiusi_della_Verna,link,31
Michelangelo,Desiderio_da_Settignano,link,31
Michelangelo,Gian_Paolo_Lomazzo,link,31
Michelangelo,Massacre_of_the_Innocents,link,31
Michelangelo,Sack_of_Rome_(1527),link,31
Michelangelo_(Teenage_Mutant_Ninja_Turtles),Greg_Cipes,link,31
Michelangelo_Antonioni,Art_film,link,31
Michelangelo_Antonioni,Roberto_Rossellini,link,31
Michelangelo_Antonioni_filmography,Love_in_the_City_(1953_film),link,31
Mirror_writing,Leonardo_da_Vinci,link,31
Museo_del_Prado,La_Perla_(Raphael),link,31
Paolo_Renier,Michelangelo_Celesia,link,31
Parachute,Leonardo_da_Vinci,link,31
Pietà_(Michelangelo),Geologist's_hammer,link,31
Pope_Clement_VII,Raphael,link,31
Portrait_of_a_Young_Man_(Raphael),Hans_Posse,link,31
Pre-Raphaelite_Brotherhood,Joseph_Noel_Paton,link,31
Pre-Raphaelite_Brotherhood,Kate_Bunce,link,31
Raphael_Onyedika,Order_of_the_Niger,link,31
Raphael_Ravenscroft,The_Final_Cut_(album),link,31
Raphael_Rowe,Pilgrimage_(TV_series),link,31
Raphael_Saadiq_production_discography,Raphael_Saadiq,link,31
Red_Desert_(film),Michelangelo_Antonioni_filmography,link,31
Red_Headed_Stranger,Mickey_Raphael,link,31
Romanticism,Pre-Raphaelite_Brotherhood,link,31
RuPaul's_Drag_Race_season_17,June_Diane_Raphael,link,31
SS_Leonardo_da_Vinci_(1958),SS_Raffaello,link,31
Samson_Raphaelson,Bob_Rafelson,link,31
Simone_Peterzano,Titian,link,31
Sistine_Madonna,List_of_paintings_by_Raphael,link,31
Sposalizio,The_Marriage_of_the_Virgin_(Raphael),link,31
Story_of_a_Love_Affair,Michelangelo_Antonioni,link,31
Suicide_of_Nicola_Ann_Raphael,Subculture,link,31
Tetrahydrocannabinol,Raphael_Mechoulam,link,31
The_Last_Judgment_(Michelangelo),13,other,31
The_Last_Judgment_(Michelangelo),Epithets_of_Jupiter,link,31
The_Last_Judgment_(Michelangelo),Flaying,link,31
The_Last_Judgment_(Michelangelo),Saint_Lawrence,link,31
The_Ugly_Duchess,Leonardo_da_Vinci,link,31
Titian,Gian_Paolo_Lomazzo,link,31
Titian,Portrait_of_Jacopo_Sannazaro,link,31
US_Cremonese,Michelangelo_Rampulla,link,31
Vandalism_of_Michelangelo's_Pietà,Michelangelo,link,31
Villa_Farnesina,Raphael,link,31
other-empty,"Leonardo_da_Vinci_High_School_(Buffalo,_New_York)",external,31
other-empty,Max_Raphael,external,31
other-empty,Michelangelo_Albertazzi,external,31
other-empty,Michelangelo_Alessandro_Colli-Marchi,external,31
other-empty,Michelangelo_Canale,external,31
other-empty,Raphael_Carl_Lee,external,31
other-empty,Raphael_H._Cohen,external,31
other-empty,Raphael_Levi_Hannover,external,31
other-empty,Raphael_Meldola,external,31
other-empty,The_Bravo_(Titian),external,31
other-external,Flora_(Titian),external,31
other-internal,Galatea_(Raphael),external,31
other-internal,"List_of_erotica_by_George_Morland,_William_Ward_and_John_Raphael_Smith",external,31
other-internal,Raphael_Ravenscroft,external,31
other-search,Flavia_Titiana,external,31
other-search,Michelangelo_(song),external,31
other-search,Michelangelo_Sabatino,external,31
other-search,Portrait_of_Pietro_Bembo_(Raphael),external,31
other-search,Raphael_Bouju,external,31
other-search,Raphael_Finkel,external,31
other-search,Raphael_Rossi,external,31
other-search,Raphael_at_the_Vatican,external,31
other-search,The_Baptism_of_Christ_(Donatello),external,31
other-search,William_Raphael,external,31
1930_FIFA_World_Cup_squads,Raphael_Tracey,link,30
2026–27_Stoke_City_F.C._season,Raphael-Pijus_Otegbayo,other,30
71st_David_di_Donatello,Forbidden_City_(film),link,30
Alfonso_Cusi,Raphael_Lotilla,link,30
Art,Leonardo_da_Vinci,link,30
Body_image,Titian,link,30
Cannabis_in_Israel,Raphael_Mechoulam,link,30
Caprese_Michelangelo,Province_of_Arezzo,link,30
Crucifix_(Michelangelo),Saint_Petronius_(Michelangelo),link,30
"David_(Donatello,_bronze)",Goliath,link,30
David_(Michelangelo),Neoplatonism,link,30
David_di_Donatello_for_Best_Actress,Aurora_Quattrocchi,link,30
De_Humani_Corporis_Fabrica_Libri_Septem,Titian,link,30
Destiny_(streamer),Raphael_Warnock,link,30
Diocese_of_Madison,"Saint_Raphael's_Cathedral_(Madison,_Wisconsin)",link,30
Domus_Aurea,Raphael_Rooms,link,30
Don_Hewitt,Michelangelo,other,30
Donatello,Paolo_Uccello,link,30
Edward_Jenner,John_Raphael_Smith,link,30
Ezekiel,Michelangelo,link,30
Helen_of_Troy,Pre-Raphaelite_Brotherhood,link,30
Henry_E._Stebbins,SS_Leonardo_da_Vinci_(1958),link,30
Hieronymus_Bosch,Leonardo_da_Vinci,other,30
I_Think_You_Should_Leave_with_Tim_Robinson,Tobit_Raphael,link,30
Italian_Renaissance,Masaccio,link,30
June_Diane_Raphael,Flight_of_the_Conchords_(TV_series),link,30
Laocoön_and_His_Sons,Michelangelo,link,30
Leda_and_the_Swan_(Michelangelo),Michelangelo,link,30
Lenzie_Academy,Suicide_of_Nicola_Ann_Raphael,link,30
Leonardo_da_Vinci,Domenico_Ghirlandaio,link,30
Leonardo_da_Vinci,Steam_cannon,link,30
List_of_Pre-Raphaelite_paintings,Frank_Dicksee,link,30
List_of_Pre-Raphaelite_paintings,Hope_(Burne-Jones),link,30
List_of_Pre-Raphaelite_paintings,The_Violet's_Message,link,30
List_of_Real_Time_with_Bill_Maher_episodes,Raphael_Warnock,link,30
List_of_Xavier_Riddle_and_the_Secret_Museum_episodes,Leonardo_da_Vinci,link,30
List_of_ocean_liners,SS_Michelangelo,link,30
List_of_paintings_by_Raphael,Saint_Michael_Vanquishing_Satan,link,30
List_of_works_by_Leonardo_da_Vinci,Ken_Griffin_(businessman),link,30
List_of_works_by_Michelangelo,Awakening_Slave,link,30
List_of_works_by_Michelangelo,Doni_Tondo,link,30
List_of_works_by_Michelangelo,St._Peter's_Basilica,link,30
List_of_works_by_Titian,Venus_of_Urbino,link,30
Madonna_of_Bruges,Leonardo_da_Vinci,link,30
Mary_Magdalene,Penitent_Magdalene_(Donatello),link,30
Michelangelo,Bertoldo_di_Giovanni,link,30
Michelangelo_Antonioni,Golden_Lion,link,30
Michelangelo_and_the_Medici,"Lorenzo_de'_Medici,_Duke_of_Urbino",link,30
New_Girl_season_6,June_Diane_Raphael,link,30
Pederasty,Donatello,link,30
Personal_life_of_Leonardo_da_Vinci,Kite_(bird),link,30
Pietà_(Michelangelo),List_of_statues_of_Jesus,link,30
Pre-Raphaelite_Brotherhood,Frank_Dicksee,link,30
Pre-Raphaelite_Brotherhood,Henry_Wallis,link,30
Pre-Raphaelite_Brotherhood,Marian_Collier_(painter),link,30
Raphael,St._Peter's_Basilica,link,30
Raphael,Umbria,link,30
Raphael_(Teenage_Mutant_Ninja_Turtles),Kevin_Eastman,link,30
Raphael_(Teenage_Mutant_Ninja_Turtles),Sean_Astin,link,30
Raphael_Bob-Waksberg,Jewish_ceremonial_art,link,30
Raphael_Bob-Waksberg,The_Exquisite_Corpse_Project,link,30
Raphael_Hostey,Manchester_Arena_bombing,link,30
Raphael_Saadiq,Erykah_Badu,link,30
Raphael_Shore,David_Shore,link,30
Raphael_Thattil,Joseph_Kundukulam,link,30
Raphael_Warnock,Benjamin_Watson,link,30
Rebellious_Slave,Moses_(Michelangelo),link,30
Rembrandt_Peale,Titian_Peale,link,30
Saint_Michael_Vanquishing_Satan,Saint_Michael_(Raphael),link,30
Sala_delle_Asse,Leonardo_da_Vinci,link,30
Samael,Raphael_(archangel),link,30
Semitic_neopaganism,Raphael_Patai,link,30
Speculations_about_Mona_Lisa,Leonardo_da_Vinci,link,30
Sylvia_Raphael,Kibbutz,link,30
The_Crucifixion_of_Saint_Peter_(Michelangelo),Saint_Peter,link,30
The_Entombment_(Michelangelo),Manchester_Madonna,link,30
Titian,Diana_and_Callisto,link,30
Titian,Giovanni_Bellini,link,30
Titian,Realgar,link,30
Tocharians,Maes_Titianus,link,30
Urijah_Faber,Raphael_Assunção,link,30
William_Shakespeare,Michelangelo,other,30
other-empty,Chiaroscuro:_The_Private_Lives_of_Leonardo_da_Vinci,external,30
other-empty,David_di_Donatello_for_Best_Foreign_Actor,external,30
other-empty,David_di_Donatello_for_Best_Score,external,30
other-empty,Kyle_Raphael,external,30
other-empty,Raphael_Cohen,external,30
other-empty,Raphael_Levy,external,30
other-empty,Raphael_Meade,external,30
other-empty,Raphaella_Spence,external,30
other-empty,"Saint_Sebastian_(Titian,_Hermitage)",external,30
other-internal,Samson_Raphael_Hirsch,external,30
other-other,Raphael_Rooms,external,30
other-search,Michelangelo_Lovelace,external,30
other-search,Raphael_David_Levine,external,30
other-search,Raphael_Demos,external,30
other-search,Saint_Margaret_and_the_Dragon_(Titian),external,30
Édouard_Manet,Titian,link,30
Academy_Award_for_Best_Documentary_Feature_Film,The_Titan:_Story_of_Michelangelo,link,29
Annunciation_(Leonardo),List_of_works_by_Leonardo_da_Vinci,link,29
Ansaldo_(1853–1993),SS_Michelangelo,link,29
Aphrodite,Venus_Anadyomene_(Titian),link,29
Benjamin_Wallfisch,Raphael_Wallfisch,link,29
Chaim_Yosef_David_Azulai,Raphael_Isaiah_Azulai,link,29
Cultural_discourse_about_the_Gaza_genocide,Yuval_Raphael,link,29
"David_(Donatello,_bronze)",House_of_Medici,link,29
David_8,David_(Michelangelo),link,29
David_di_Donatello_for_Best_Film,Io_capitano,link,29
David_di_Donatello_for_Best_Film,The_Tasters,link,29
Flavia_Titiana,Titus_Flavius_Claudius_Sulpicianus,link,29
Galleria_Borghese,Titian,link,29
Galleria_dell'Accademia,Saint_Matthew_(Michelangelo),link,29
Gordon_Raphael,David_Kahne,link,29
Holy_Trinity_(Masaccio),Perspective_(graphical),link,29
Hongkong_and_Shanghai_Hotels,Emanuel_Raphael_Belilios,link,29
Israel_in_the_Eurovision_Song_Contest_2026,Yuval_Raphael,link,29
Italian_submarine_Leonardo_da_Vinci_(1939),BETASOM,link,29
Italy,Michelangelo,link,29
J_Dilla,Raphael_Saadiq,link,29
Jean-Auguste-Dominique_Ingres,Raphael,link,29
John_William_Waterhouse,List_of_Pre-Raphaelite_paintings,link,29
June_Diane_Raphael,Sam_Waterston,link,29
Karen_Greenlee,Sally_Jessy_Raphael,link,29
La_Scapigliata,Leonardo_da_Vinci,link,29
Leonardo's_fighting_vehicle,Science_and_inventions_of_Leonardo_da_Vinci,link,29
Leonardo_da_Vinci,Battle_of_Cascina,link,29
Leonardo_da_Vinci,Napoleon_III,link,29
Leonardo_da_Vinci,Peter_Paul_Rubens,link,29
List_of_9-1-1_characters,June_Diane_Raphael,link,29
List_of_Grace_and_Frankie_episodes,June_Diane_Raphael,link,29
List_of_Pre-Raphaelite_paintings,Edward_Burne-Jones,link,29
List_of_Pre-Raphaelite_paintings,Lady_Godiva_(painting),link,29
List_of_Pre-Raphaelite_paintings,The_Blind_Girl,link,29
List_of_Renaissance_figures,Michelangelo,link,29
List_of_common_misconceptions_about_arts_and_culture,Michelangelo,link,29
List_of_works_by_Leonardo_da_Vinci,Bacchus_(Leonardo),link,29
List_of_works_by_Leonardo_da_Vinci,"Santa_Maria_delle_Grazie,_Milan",link,29
List_of_works_by_Michelangelo,Casa_Buonarroti,link,29
List_of_works_by_Michelangelo,San_Pietro_in_Vincoli,link,29
Longmire_(TV_series),Raphael_Sbarge,link,29
Mary_Magdalene,Raphael,link,29
Maurice_White,Raphael_Saadiq,link,29
Michael_(given_name),Raphael_(archangel),link,29
Michelangelo,Enrico_Lo_Verso,link,29
Michelangelo,Henry_Moore,link,29
Michelangelo,"San_Petronio,_Bologna",link,29
Michelangelo,Teenage_Mutant_Ninja_Turtles,other,29
Pauline_Kael,Michelangelo_Antonioni,link,29
Peter_Wallfisch,Raphael_Wallfisch,link,29
Piazza_del_Campidoglio,Michelangelo,link,29
Pompeo_Batoni,Anton_Raphael_Mengs,link,29
Pre-Raphaelite_Brotherhood,Bitumen,link,29
Pre-Raphaelite_Brotherhood,Gustav_Pope,link,29
RMS_Empress_of_Canada_(1920),Italian_submarine_Leonardo_da_Vinci_(1939),link,29
Raphael,Piazza_Scossacavalli,link,29
Raphael,Sack_of_Rome_(1527),link,29
Raphael_(archangel),Intercalary_month_(Egypt),link,29
Raphael_(archangel),Supernatural_(American_TV_series),link,29
Raphael_Cormack,Mounira_El_Mahdeya,link,29
Raphael_Obermair,SK_Sturm_Graz,link,29
Raphael_Onyedika,David_Akintola,other,29
Raphael_Rooms,The_Baptism_of_Constantine,link,29
Raphael_Semmes,Alexander_Alderman_Semmes,link,29
Raphael_Warnock,African_Americans_in_the_United_States_Congress,link,29
Raphael_Warnock,Minister_(Christianity),link,29
Renaissance:_The_Blood_and_the_Beauty,Michelangelo,link,29
Renaissance_sculpture,Michelangelo,link,29
Respect_for_Marriage_Act,Raphael_Warnock,link,29
Ricki_Lake,Sally_Jessy_Raphael,link,29
Ricky_Simón,Raphael_Assunção,link,29
SS_Michelangelo,SS_Rex,link,29
Saint_John_the_Baptist_(Titian),John_the_Baptist,link,29
Samson_Raphaelson,Paul_Raphaelson,link,29
Sibyl,Sibyls_(Raphael),link,29
Siena_Cathedral,Donatello,link,29
Sisyphus,Titian,link,29
The_Deposition_(Raphael),Descent_from_the_Cross,link,29
The_Great_American_Baking_Show,June_Diane_Raphael,link,29
Tiferet,Raphael_(archangel),link,29
Umberto_Eco,Michelangelo_Antonioni,link,29
Urbino,Raphael,link,29
Werewolf_(TV_series),Raphael_Sbarge,link,29
Yuval_Raphael,One_Day_in_October,link,29
other-empty,Get_Involved_(Raphael_Saadiq_and_Q-Tip_song),external,29
other-empty,Leonardo_da_Vinci's_Vineyard,external,29
other-empty,Museo_Ideale_Leonardo_da_Vinci,external,29
other-empty,Raphael_Friedeberg,external,29
other-empty,Raphaels_Bank,external,29
other-empty,Rest_on_the_Flight_into_Egypt_(Titian),external,29
other-empty,Sacrifice_of_Isaac_(Andrea_del_Sarto),external,29
other-empty,"Saint_Jerome_in_Penitence_(Titian,_1531)",external,29
other-empty,Università_Leonardo_da_Vinci,external,29
other-internal,Judith_and_Holofernes_(Donatello),external,29
other-other,Raphael_(archangel),external,29
other-search,Hillary_Raphael,external,29
other-search,John_Raphael_(sportsman),external,29
other-search,Prophet_Joel_(Michelangelo),external,29
other-search,Raphael_Ohin,external,29
other-search,Raphael_Rakowski,external,29
2024_Copa_América,Raphael_Claus,link,28
2027_AFC_Asian_Cup_qualification_–_third_round,Raphael_Obermair,link,28
Archeparchy_of_Ernakulam–Angamaly,Raphael_Thattil,link,28
Aristotle,Raphael,link,28
Austria_at_the_2026_European_Athletics_Championships,Raphael_Pallitsch,link,28
Bartholomew_the_Apostle,Michelangelo,link,28
Battle_of_the_Centaurs_(Michelangelo),Michelangelo,link,28
Chiaroscuro,Raphael,link,28
Church_tabernacle,"St._Raphael's_Cathedral_(Dubuque,_Iowa)",link,28
Cuff_It,Raphael_Saadiq,link,28
David_(Michelangelo),Bible,link,28
David_(Verrocchio),Leonardo_da_Vinci,link,28
David_di_Donatello_for_Best_Film,Hidden_Away_(2020_film),link,28
Diogenes,Raphael,link,28
Donatello,David_(Michelangelo),link,28
Four_Horsemen_of_the_Apocalypse,Raphael_(archangel),link,28
Going_the_Distance_(2010_film),June_Diane_Raphael,link,28
Jimmy_Lee_(album),Raphael_Saadiq,link,28
L'Eclisse,Michelangelo_Antonioni_filmography,link,28
Leonardo_da_Vinci,"Head_of_a_Woman_(Leonardo,_Turin)",link,28
Leonardo_da_Vinci,Vegetarianism,link,28
List_of_Belgian_football_transfers_summer_2026,Raphael_Onyedika,link,28
List_of_Pre-Raphaelite_paintings,Ferdinand_Lured_by_Ariel,link,28
List_of_Pre-Raphaelite_paintings,List_of_paintings_by_John_William_Waterhouse,link,28
List_of_Victoria_Cross_recipients_by_nationality,Raphael_Zengel,link,28
List_of_paintings_by_Raphael,Portrait_of_Baldassare_Castiglione,link,28
List_of_universities_and_colleges_in_France,Leonardo_da_Vinci_University_Center,link,28
Love_of_My_Life_(An_Ode_to_Hip-Hop),Raphael_Saadiq,link,28
Lynnewood_Hall,"David_(Donatello,_bronze)",link,28
Masaccio,Santa_Maria_Novella,link,28
Matilda_De_Angelis,David_di_Donatello_for_Best_Actress,link,28
Matt_Willis,Raphael_Rowe,link,28
Medusa_(Leonardo),Leonardo_da_Vinci,link,28
Michelangelo_(given_name),Angelo,link,28
Mickey_Raphael,Willie_Nelson,link,28
Milan_Cathedral,Leonardo_da_Vinci,link,28
Museo_del_Prado,Raphael,link,28
North_Cobb_High_School,Donatello_Brown,link,28
Nude_(art),Michelangelo,link,28
Penitent_Magdalene,Penitent_Magdalene_(Donatello),link,28
Personal_life_of_Leonardo_da_Vinci,Andrea_del_Verrocchio,link,28
Personal_life_of_Leonardo_da_Vinci,Ludovico_Sforza,link,28
Portrait_of_a_Young_Man_(Raphael),National_Treasure:_Edge_of_History,link,28
Pre-Raphaelite_Brotherhood,George_Frederic_Watts,link,28
Pre-Raphaelite_Brotherhood,Joanna_Mary_Boyce,link,28
Pre-Raphaelite_Brotherhood,Royal_Academy_of_Arts,link,28
Raphael,Christ_Falling_on_the_Way_to_Calvary,link,28
Raphael,Portrait_of_Elisabetta_Gonzaga,link,28
Raphael_(Teenage_Mutant_Ninja_Turtles),Alan_Ritchson,link,28
Raphael_(given_name),Raffaella,link,28
Raphael_Assunção,Aljamain_Sterling,link,28
Raphael_Bob-Waksberg,Tick_(character),link,28
Raphael_Borges_Rodrigues,Western_Strikers_SC,link,28
Raphael_Cartoons,Modello,link,28
Raphael_Dwamena,Arrhythmia,link,28
Raphael_Rooms,Battle_of_Ostia_(painting),link,28
Raphael_Saadiq,Castlemont_High_School,link,28
Raphael_Samuel,History_Workshop_Journal,link,28
Raphael_Sbarge,Independence_Day_(1996_film),link,28
Raphael_Semmes,Raphael_Semmes_House,link,28
Raphael_Thattil,Eastern_Catholic_Churches,link,28
Raphael_Veiga,Grêmio_Osasco_Audax_Esporte_Clube,link,28
Raphael_of_Brooklyn,Greek_Orthodox_Patriarchate_of_Antioch,link,28
Raphael_of_Brooklyn,Orthodox_Church_in_America,link,28
Raphaël_(given_name),Raphael_(given_name),link,28
Rogue_Male_(1976_film),Frederic_Raphael,link,28
"Saint_George_(Raphael,_Louvre)",Saint_George_and_the_Dragon_(Raphael),link,28
Science_and_inventions_of_Leonardo_da_Vinci,Parachute,link,28
Sinners_(2025_film),Raphael_Saadiq,link,28
St_Raphael's_Estate,Raheem_Sterling,link,28
Teenage_Mutant_Ninja_Turtles_(1990_film),Donatello_(Teenage_Mutant_Ninja_Turtles),link,28
The_Death_of_Actaeon,Diana_and_Actaeon_(Titian),link,28
The_Jazz_Singer_(1980_film),Samson_Raphaelson,link,28
The_Marriage_of_the_Virgin_(Raphael),Marriage_of_the_Virgin_(Perugino),link,28
The_Preaching_of_the_Antichrist,The_Last_Judgment_(Michelangelo),link,28
The_Tribute_Money_(Masaccio),Brancacci_Chapel,link,28
Titian,Allegory_of_Prudence,link,28
Titian,The_Resurrected_Christ,link,28
Transfiguration_(Raphael),Narbonne_Cathedral,link,28
Venus_(mythology),Venus_Anadyomene_(Titian),link,28
other-empty,65th_David_di_Donatello,external,28
other-empty,Antonietta_Raphael,external,28
other-empty,D._D._Raphael,external,28
other-empty,David_di_Donatello_for_Best_Cinematography,external,28
other-empty,David_di_Donatello_for_Best_Foreign_Director,external,28
other-empty,La_Madonna_de_Bogota_(Raphael),external,28
other-empty,Raphael_Meldola_(rabbi),external,28
other-empty,Raphael_Pessoa,external,28
other-empty,Raphael_Spiegel,external,28
other-empty,"Saint_Jerome_in_Penitence_(Titian,_1552)",external,28
other-empty,Saint_John_the_Baptist_as_a_Boy_(Andrea_del_Sarto),external,28
other-external,Donatello_(Teenage_Mutant_Ninja_Turtles),external,28
other-external,Lochis_Madonna_(Titian),external,28
other-external,Michelangelo_Signorile,external,28
other-internal,Italian_battleship_Leonardo_da_Vinci,external,28
other-internal,Madonna_del_Prato_(Raphael),external,28
other-internal,Raphael_Holinshed,external,28
other-internal,Titian_hair,external,28
other-search,Aldobrandini_Madonna_(Titian),external,28
other-search,David_(inspired_by_Michelangelo),external,28
other-search,Michelangelo_Falvetti,external,28
other-search,Michelangelo_Palloni,external,28
other-search,Michelangelo_Towers,external,28
other-search,Raphael_Carl_Lee,external,28
other-search,Raphael_Hotel,external,28
other-search,Raphael_Martinho,external,28
other-search,Raphael_Pelcovitz,external,28
other-search,Raphael_Vieira_de_Oliveira,external,28
other-search,St._Raphael's_Girls'_Higher_Secondary_School,external,28
other-search,The_Bravo_(Titian),external,28
2014–15_AC_Milan_season,Michelangelo_Albertazzi,link,27
2024–25_Coventry_City_F.C._season,Raphael_Borges_Rodrigues,link,27
2026_European_Athletics_Championships_–_Men's_1500_metres,Raphael_Pallitsch,link,27
Acis_and_Galatea,Galatea_(Raphael),link,27
Andrea_del_Sarto,Panciatichi_Assumption,link,27
Anton_Raphael_Mengs,Anna_Maria_Mengs,link,27
Anton_Raphael_Mengs,Therese_Concordia_Maron,link,27
Bargello,Apollo_(Michelangelo),link,27
Births_in_2000,Yuval_Raphael,link,27
Bob_Rafelson,Samson_Raphaelson,link,27
Cheryl_Venable,Raphael_Bostic,link,27
Codex_Leicester,Leonardo_da_Vinci_(video_game),link,27
Damnation_(film),Michelangelo_Antonioni,link,27
David_(Michelangelo),Baccio_Bandinelli,link,27
David_(Michelangelo),Buttress,link,27
David_di_Donatello,David_di_Donatello_for_Best_Supporting_Actor,link,27
Deadman_(character),Raphael_Sbarge,link,27
Donatello,Giorgio_Vasari,link,27
Donatello,Saint_George_Freeing_the_Princess,link,27
Donatello,Saint_John_the_Baptist_(Donatello),link,27
Eleanor_Fortescue-Brickdale,Pre-Raphaelite_Brotherhood,link,27
Elizabeth_Wallfisch,Raphael_Wallfisch,link,27
Far_Cry_5,Leonardo_da_Vinci,link,27
Filippo_Brunelleschi,Holy_Trinity_(Masaccio),link,27
Florence_Cathedral,Leonardo_da_Vinci,link,27
High_Renaissance,Titian,link,27
Kate_Purdy,Raphael_Bob-Waksberg,link,27
Leonardo_da_Vinci,Constantijn_Huygens_Jr.,link,27
Leonardo_da_Vinci,"Piazza_San_Marco,_Florence",link,27
Leonardo_da_Vinci,Pietro_Perugino,link,27
Leonardo_da_Vinci_(Isaacson_book),Codex_Leicester,link,27
List_of_LGBTQ_artists,Donatello,link,27
List_of_Pre-Raphaelite_paintings,"A_Huguenot,_on_St._Bartholomew's_Day",link,27
List_of_Pre-Raphaelite_paintings,Circe_(painting),link,27
List_of_Pre-Raphaelite_paintings,"The_Escape_of_a_Heretic,_1559",link,27
List_of_Pre-Raphaelite_paintings,The_Scapegoat_(painting),link,27
List_of_paintings_by_John_William_Waterhouse,Pre-Raphaelite_Brotherhood,link,27
List_of_paintings_by_Raphael,Saint_Margaret_and_the_Dragon_(Raphael),link,27
List_of_works_by_Leonardo_da_Vinci,Martin_Kemp_(art_historian),link,27
List_of_works_by_Michelangelo,"Basilica_of_San_Lorenzo,_Florence",link,27
"Lorenzo_de'_Medici,_Duke_of_Urbino",Raphael,link,27
Luca_della_Robbia,Andrea_della_Robbia,link,27
Lucan_portrait_of_Leonardo_da_Vinci,Portrait_of_a_Man_in_Red_Chalk,link,27
Man,David_(Michelangelo),link,27
Mandaeism,Saint_John_the_Baptist_(Titian),link,27
Margarita_Luti,Raphael,link,27
Masaccio,Giorgio_Vasari,link,27
Michelangelo,Carrara_marble,link,27
Michelangelo,"Lives_of_the_Most_Excellent_Painters,_Sculptors,_and_Architects",link,27
Michelangelo,Palazzo_Vecchio,link,27
Michelangelo,Pope_Leo_X,link,27
Michelangelo_(Teenage_Mutant_Ninja_Turtles),Orange_(colour),link,27
Michelangelo_Antonioni,Andrei_Tarkovsky,link,27
Michelangelo_and_the_Medici,House_of_Medici,link,27
Mickey_Raphael,World's_Gone_Wrong,link,27
"Pantheon,_Rome",Museo_Nazionale_Scienza_e_Tecnologia_Leonardo_da_Vinci,link,27
Perseus_and_Andromeda_(Titian),Danaë_(Titian_paintings),link,27
Personal_life_of_Leonardo_da_Vinci,Codex_Atlanticus,link,27
Pietà_(Michelangelo),Chapel,link,27
Pre-Raphaelite_Brotherhood,Charles_William_Mitchell,link,27
Pre-Raphaelite_Brotherhood,Elihu_Vedder,link,27
Pre-Raphaelite_Brotherhood,James_Campbell_(artist),link,27
Pre-Raphaelite_Brotherhood,May_Morris,link,27
Raphael,Baroque,link,27
Raphael,Renaissance_in_Urbino,link,27
Raphael,Sebastiano_del_Piombo,link,27
Raphael_(Teenage_Mutant_Ninja_Turtles),Rob_Paulsen,link,27
Raphael_(Teenage_Mutant_Ninja_Turtles),TMNT_(film),link,27
Raphael_(singer),Yo_soy_aquél,link,27
Raphael_Borges_Rodrigues,Australia_men's_national_under-23_soccer_team,link,27
Raphael_Borges_Rodrigues,Melbourne_City_FC,link,27
Raphael_Mechoulam,Endocannabinoid_system,link,27
Raphael_Recanati,Michael_Recanati,link,27
Raphael_Saadiq,Ghostbusters:_Spirits_Unleashed,link,27
